"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2020; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
155,pub.1132037157,10.1007/978-3-030-30018-0_2439,,,"Gorodtsov, Vasily A.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4656-4657,Closed,Chapter,"Kuznetsov, Pavel F.","Kuznetsov, Pavel F. (Povolzhie’s State Social-Humanitarian Academy, Samara, Russia)","Kuznetsov, Pavel F. (Povolzhie’s State Social-Humanitarian Academy, Samara, Russia)","Kuznetsov, Pavel F. (Povolzhie’s State Social-Humanitarian Academy, Samara, Russia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037157,,
155,pub.1132035532,10.1007/978-3-030-30018-0_416,,,"Gerstenblith, Patty",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4574-4575,Closed,Chapter,"Gerstenblith, Patty","Gerstenblith, Patty (DePaul University College of Law, Chicago, IL, USA)","Gerstenblith, Patty (DePaul University)","Gerstenblith, Patty (DePaul University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035532,,
155,pub.1132035227,10.1007/978-3-030-30018-0_26,,,Gwion Gwion,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4803-4811,Closed,Chapter,"Ward, Graeme K.","Ward, Graeme K. (Australian Institute of Aboriginal and Torres Strait Islander Studies, Canberra, ACT, Australia)","Ward, Graeme K. (Australian Institute of Aboriginal and Torres Strait Islander Studies)","Ward, Graeme K. (Australian Institute of Aboriginal and Torres Strait Islander Studies)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035227,,
155,pub.1132033924,10.1007/978-3-030-30018-0_812,,,Geoarchaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4529-4538,Closed,Chapter,"Hill, Christopher L.; (Rip) Rapp, George","Hill, Christopher L. (Environmental Studies Program, Boise State University, Boise, ID, USA); (Rip) Rapp, George (Department of Geological Sciences, University of Minnesota Duluth, Duluth, MN, USA)","Hill, Christopher L. (Boise State University)","Hill, Christopher L. (Boise State University); (Rip) Rapp, George (University of Minnesota, Duluth)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132033924,,
155,pub.1132039782,10.1007/978-3-030-30018-0_3343,,,"Genealogy, Its Relevance to Archaeology",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4514-4522,Closed,Chapter,"Kosak, Doreen B.","Kosak, Doreen B. (College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia)","Kosak, Doreen B. (Flinders University)","Kosak, Doreen B. (Flinders University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039782,,
155,pub.1132037787,10.1007/978-3-030-30018-0_2226,,,Göbekli Tepe: Agriculture and Domestication,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4607-4618,Closed,Chapter,"Peters, Joris; Schmidt, Klaus; Dietrich, Laura; Dietrich, Oliver; Pöllath, Nadja; Kinzel, Moritz; Clare, Lee","Peters, Joris (ArchaeoBioCenter and Department of Veterinary Sciences, Institute of Palaeoanatomy, Domestication Research and the History of Veterinary Medicine, LMU Munich, Munich, Germany; Bavarian Natural History Collections, State Collection of Anthropology and Palaeoanatomy Munich, Munich, Germany); Schmidt, Klaus (Orient Department, German Archaeological Institute, Berlin, Germany); Dietrich, Laura (Orient Department, German Archaeological Institute, Berlin, Germany; Institute of Prehistoric Archaeology, FU Berlin, Berlin, Germany); Dietrich, Oliver (Orient Department, German Archaeological Institute, Berlin, Germany); Pöllath, Nadja (Bavarian Natural History Collections, State Collection of Anthropology and Palaeoanatomy Munich, Munich, Germany; ArchaeoBioCenter, LMU Munich, Munich, Germany; Institute of Palaeoanatomy, Domestication Research and the History of Veterinary Medicine, Ludwig-Maximilian University, Munich, Germany); Kinzel, Moritz (Department of Cross-Cultural and Regional Studies, University of Copenhagen, Copenhagen, Denmark); Clare, Lee (Istanbul Department, German Archaeological Institute, Berlin, Germany)","Peters, Joris (Ludwig-Maximilians-Universität München; Bavarian Natural History Collections)","Peters, Joris (Ludwig-Maximilians-Universität München; Bavarian Natural History Collections); Schmidt, Klaus (German Archaeological Institute); Dietrich, Laura (German Archaeological Institute; Freie Universität Berlin); Dietrich, Oliver (German Archaeological Institute); Pöllath, Nadja (Bavarian Natural History Collections; Ludwig-Maximilians-Universität München; Ludwig-Maximilians-Universität München); Kinzel, Moritz (University of Copenhagen); Clare, Lee (German Archaeological Institute)",5,3,,,,https://app.dimensions.ai/details/publication/pub.1132037787,,
155,pub.1132035433,10.1007/978-3-030-30018-0_1436,,,"Greek Islands (Excluding Crete), Archaeology of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4747-4758,Closed,Chapter,"Samaras, Vangelis","Samaras, Vangelis (History and Archaeology, University of Athens, Athens, Greece)","Samaras, Vangelis (National and Kapodistrian University of Athens)","Samaras, Vangelis (National and Kapodistrian University of Athens)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035433,,
155,pub.1132035270,10.1007/978-3-030-30018-0_1293,,,"Gamio Martínez, Manuel",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4431-4433,Closed,Chapter,"López-Hernández, Haydeé; López-Aguilar, Fernando","López-Hernández, Haydeé (Dirección de Estudios Históricos-INAH, Mexico City, Mexico); López-Aguilar, Fernando (Escuela Nacional de Antropología e Historia-INAH, Mexico City, Mexico)","López-Hernández, Haydeé (National Institute of Anthropology and History)","López-Hernández, Haydeé (National Institute of Anthropology and History); López-Aguilar, Fernando (National Institute of Anthropology and History)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035270,,
154,pub.1132039765,10.1007/978-3-030-30018-0_2866,,,"Greenland, Archaeology of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4761-4776,Closed,Chapter,"Madsen, Christian Koch; Grønnow, Bjarne; Harmsen, Hans","Madsen, Christian Koch (Greenland National Museum and Archives, Nuuk, Greenland); Grønnow, Bjarne (Ethnographic Collections, Danish National Museum, Copenhagen, Denmark); Harmsen, Hans (Greenland National Museum and Archives, Nuuk, Greenland)","Harmsen, Hans (Greenland National Museum & Archives)","Madsen, Christian Koch (Greenland National Museum & Archives); Grønnow, Bjarne (National Museum of Denmark); Harmsen, Hans (Greenland National Museum & Archives)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039765,,
154,pub.1132039407,10.1007/978-3-030-30018-0_1026,,,"Gender, Feminist, and Queer Archaeologies: Australian Perspective",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4479-4486,Closed,Chapter,"De Leiuen, Cherrie","De Leiuen, Cherrie (College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia)","De Leiuen, Cherrie (Flinders University)","De Leiuen, Cherrie (Flinders University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039407,,
154,pub.1132038094,10.1007/978-3-030-30018-0_1386,,,"Goggin, John M.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4625-4627,Closed,Chapter,"Verónica, Velasquez S. H.","Verónica, Velasquez S. H. (Instituto de Ciencias Sociales y Humanidades, Área Académica de Historia y Antropología, Universidad Autónoma del Estado de Hidalgo, Pachuca, Hidalgo, Mexico; Department of Archaeology, University of Sheffield, Sheffield, UK)","Verónica, Velasquez S. H. (Universidad Autónoma del Estado de Hidalgo; University of Sheffield)","Verónica, Velasquez S. H. (Universidad Autónoma del Estado de Hidalgo; University of Sheffield)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038094,,
154,pub.1132037908,10.1007/978-3-030-30018-0_635,,,"Green, Jeremy N.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4759-4761,Closed,Chapter,"Stanbury, Myra","Stanbury, Myra (Department of Maritime Archaeology, Western Australian Museum, Fremantle, WA, Australia)","Stanbury, Myra (Western Australian Museum)","Stanbury, Myra (Western Australian Museum)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132037908,,
154,pub.1132035616,10.1007/978-3-030-30018-0_2336,,,"Goldberg, Paul",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4629-4630,Closed,Chapter,"Macphail, Richard I.","Macphail, Richard I. (Institute of Archaeology, University College London, London, UK)","Macphail, Richard I. (University College London)","Macphail, Richard I. (University College London)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035616,,
154,pub.1132035612,10.1007/978-3-030-30018-0_2178,,,Grapes: Origins and Development,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4690-4693,Closed,Chapter,"Murphy, Charlene","Murphy, Charlene (Institute of Archaeology, University College London, London, UK)","Murphy, Charlene (University College London)","Murphy, Charlene (University College London)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035612,,
154,pub.1132033720,10.1007/978-3-030-30018-0_1371,,,Greenland: Approaches to Historical Norse Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4776-4786,Closed,Chapter,"Arneborg, Jette","Arneborg, Jette (Middle Ages, Renaissance and Numismatics, National Museum of Denmark, Copenhagen, Denmark)","Arneborg, Jette (National Museum of Denmark)","Arneborg, Jette (National Museum of Denmark)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132033720,,
154,pub.1132039908,10.1007/978-3-030-30018-0_631,,,"Gould, Richard A.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4657-4660,Closed,Chapter,"Conlin, David L.","Conlin, David L. (National Park Service Submerged Resources Center, Lakewood, CO, USA)","Conlin, David L. (National Park Service Submerged Resources Center, Lakewood, CO, USA)","Conlin, David L. (National Park Service Submerged Resources Center, Lakewood, CO, USA)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039908,,
154,pub.1132038875,10.1007/978-3-030-30018-0_1750,,,"Glassie III, Henry H.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4593-4594,Closed,Chapter,"Kolb, Charles C.","Kolb, Charles C. (Division of Preservation and Access, National Endowment for the Humanities, Washington, DC, USA)","Kolb, Charles C. (National Endowment for the Humanities)","Kolb, Charles C. (National Endowment for the Humanities)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038875,,
154,pub.1132038048,10.1007/978-3-030-30018-0_3457,,,Glass Beads from Australian Indigenous Sites,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4583-4589,Closed,Chapter,"Litster, Mirani","Litster, Mirani (Department of Archaeology and Natural History, College of Asia and the Pacific, The Australian National University, Canberra, ACT, Australia)","Litster, Mirani (Australian National University)","Litster, Mirani (Australian National University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038048,,
154,pub.1132038022,10.1007/978-3-030-30018-0_1025,,,"Gender, Feminist, and Queer Archaeologies: European Perspective",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4486-4498,Closed,Chapter,"Dommasnes, Liv Helga","Dommasnes, Liv Helga (Cultural History Collections, University of Bergen, Bergen, Norway)","Dommasnes, Liv Helga (University of Bergen)","Dommasnes, Liv Helga (University of Bergen)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1132038022,,
154,pub.1132035266,10.1007/978-3-030-30018-0_1455,,,"Greek Houses, Archaeology of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4735-4747,Closed,Chapter,"Tsakirgis, Barbara","Tsakirgis, Barbara (Department of Classical Studies, Vanderbilt University, Nashville, TN, USA)","Tsakirgis, Barbara (Vanderbilt University)","Tsakirgis, Barbara (Vanderbilt University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035266,,
154,pub.1132034613,10.1007/978-3-030-30018-0_340,,,Gas Chromatography-Mass Spectrometry (GC-MS): Applications in Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4441-4457,Closed,Chapter,"Reber, Eleanora A.","Reber, Eleanora A. (Anthropology Department, University of North Carolina Wilmington, Wilmington, NC, USA)","Reber, Eleanora A. (University of North Carolina Wilmington)","Reber, Eleanora A. (University of North Carolina Wilmington)",3,3,,,,https://app.dimensions.ai/details/publication/pub.1132034613,,
154,pub.1132034580,10.1007/978-3-030-30018-0_3347,,,Gender and Feminism in Brazilian Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4459-4471,Closed,Chapter,"Jácome, Camila; Furquim, Laura","Jácome, Camila (Anthropology and Archaeology Program, Federal University of Western Pará, Santarem, Pará, Brazil); Furquim, Laura (Museum of Archaeology and Ethnology, Department of Archaeology, University of São Paulo, São Paulo, Brazil)","Jácome, Camila (Federal University of Western Pará); Furquim, Laura (Universidade de São Paulo)","Jácome, Camila (Federal University of Western Pará); Furquim, Laura (Universidade de São Paulo)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1132034580,,
154,pub.1132034328,10.1007/978-3-030-30018-0_2440,,,"Gryaznov, Mikhail P.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4790-4792,Closed,Chapter,"Avanesova, Nona A.","Avanesova, Nona A. (Department of Archaeology, Samarkand State University, Samarkand, Uzbekistan)","Avanesova, Nona A. (Samarkand State University)","Avanesova, Nona A. (Samarkand State University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034328,,
154,pub.1132034169,10.1007/978-3-030-30018-0_1290,,,"Gero, Joan",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4571-4574,Closed,Chapter,"Geller, Pamela","Geller, Pamela (Department of Anthropology, University of Miami, Coral Gables, FL, USA)","Geller, Pamela (University of Miami)","Geller, Pamela (University of Miami)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034169,,
154,pub.1132033895,10.1007/978-3-030-30018-0_2208,,,Goose: Domestication,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4654-4656,Closed,Chapter,"Mannermaa, Kristiina","Mannermaa, Kristiina (Department of Philosophy, History, Culture and Art Studies, University of Helsinki, Helsinki, Finland)","Mannermaa, Kristiina (University of Helsinki)","Mannermaa, Kristiina (University of Helsinki)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132033895,,
154,pub.1132033845,10.1007/978-3-030-30018-0_2856,,,The Grand Canal Museum,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4665-4690,Closed,Chapter,"Ma, Hongkai","Ma, Hongkai (Grand Canal Museum, Liaocheng, China)","Ma, Hongkai (Grand Canal Museum, Liaocheng, China)","Ma, Hongkai (Grand Canal Museum, Liaocheng, China)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132033845,,
154,pub.1132040486,10.1007/978-3-030-30018-0_836,,,Glacial Landscapes: Environmental Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4579-4583,Closed,Chapter,"Borrero, Luis Alberto","Borrero, Luis Alberto (CONICET-IMHICIHU, Buenos Aires, Argentina)","Borrero, Luis Alberto (CONICET-IMHICIHU, Buenos Aires, Argentina)","Borrero, Luis Alberto (CONICET-IMHICIHU, Buenos Aires, Argentina)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132040486,,
154,pub.1132040009,10.1007/978-3-030-30018-0_261,,,Global Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4594-4601,Closed,Chapter,"Funari, Pedro Paulo A.; Carvalho, Aline Vieira de","Funari, Pedro Paulo A. (Universidade Estadual de Campinas, Campinas, Sao Paulo, Brazil); Carvalho, Aline Vieira de (Laboratório de Arqueologia Pública (LAP), Núcleo de Estudos e Pesquisas Ambientais (Nepam), University of Campinas, Campinas, SP, Brazil)","Funari, Pedro Paulo A. (State University of Campinas)","Funari, Pedro Paulo A. (State University of Campinas); Carvalho, Aline Vieira de (State University of Campinas)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1132040009,,
154,pub.1132039294,10.1007/978-3-030-30018-0_2036,,,"Glacial Advances in Asia, Europe, and North America",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4577-4579,Closed,Chapter,"Kose, Sureyya H.","Kose, Sureyya H. (Department of Chemistry, Curtin University, Perth, WA, Australia; Department of Earth and Planetary Sciences, Macquarie University, North Ryde, NSW, Australia)","Kose, Sureyya H. (Curtin University; Macquarie University)","Kose, Sureyya H. (Curtin University; Macquarie University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039294,,
154,pub.1132038464,10.1007/978-3-030-30018-0_2301,,,"Golson, Jack",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4631-4634,Closed,Chapter,"Jackson, Gary T.","Jackson, Gary T. (College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia)","Jackson, Gary T. (Flinders University)","Jackson, Gary T. (Flinders University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038464,,
154,pub.1132036764,10.1007/978-3-030-30018-0_1071,,,Google Earth Afghan Surveys,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4645-4654,Closed,Chapter,"Thomas, David C.","Thomas, David C. (Department of Archaeology and History, La Trobe University, Melbourne, VIC, Australia)","Thomas, David C. (La Trobe University)","Thomas, David C. (La Trobe University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036764,,
154,pub.1132034905,10.1007/978-3-030-30018-0_382,,,Getty Foundation,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4575-4577,Closed,Chapter,"Wilkinson, Andrew Thomas","Wilkinson, Andrew Thomas (College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia)","Wilkinson, Andrew Thomas (Flinders University)","Wilkinson, Andrew Thomas (Flinders University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034905,,
154,pub.1132034848,10.1007/978-3-030-30018-0_2207,,,Goat: Domestication,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4604-4607,Closed,Chapter,"Pompanon, François","Pompanon, François (Laboratoire d’Ecologie Alpine, Université Grenoble, Grenoble, France)","Pompanon, François (Laboratoire d'Écologie Alpine)","Pompanon, François (Laboratoire d'Écologie Alpine)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034848,,
154,pub.1132034789,10.1007/978-3-030-30018-0_2827,,,Gobustan Rock Art Cultural Landscape (Azerbaijan),,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4618-4625,Closed,Chapter,"Sigari, Dario; Shirinli, Sevinc; Abdullayev, Rahman","Sigari, Dario (Dipartimento di Studi Umanistici, Università degli Studi di Ferrara, Ferrara, Italy); Shirinli, Sevinc (Early Middle Ages Department, Institute of Archaeology and Etnography, Azerbaijan National Academy of Sciences, Baku, Azerbaijan); Abdullayev, Rahman (Chalcolithic and Early Bronze Age Archaeology Department, Institute of Archaeology and Etnography, Azerbaijan National Academy of Sciences, Baku, Azerbaijan; Department of Science, Gobustan National Historical Artistic preserve, Baku, Azerbaijan)","Sigari, Dario (University of Ferrara)","Sigari, Dario (University of Ferrara); Shirinli, Sevinc (Azerbaijan National Academy of Sciences); Abdullayev, Rahman (Azerbaijan National Academy of Sciences; Department of Science, Gobustan National Historical Artistic preserve, Baku, Azerbaijan)",2,2,,,,https://app.dimensions.ai/details/publication/pub.1132034789,,
154,pub.1132034287,10.1007/978-3-030-30018-0_1152,,,Greece: Cultural Heritage Management,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4718-4725,Closed,Chapter,"Korka, Elena","Korka, Elena (General Directorate of Antiquities and Cultural Heritage’Greek Ministry of Culture and Sports, Athens, Greece)","Korka, Elena (General Directorate of Antiquities and Cultural Heritage’Greek Ministry of Culture and Sports, Athens, Greece)","Korka, Elena (General Directorate of Antiquities and Cultural Heritage’Greek Ministry of Culture and Sports, Athens, Greece)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034287,,
152,pub.1132039935,10.1007/978-3-030-30018-0_2828,,,"Graziosi, Paolo",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4693-4695,Closed,Chapter,"Lorenzon, Marta","Lorenzon, Marta (Centre of Excellence in Ancient Near Eastern Empires, Department of Cultures, University of Helsinki, Helsinki, Finland)","Lorenzon, Marta (University of Helsinki)","Lorenzon, Marta (University of Helsinki)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039935,,
152,pub.1132039066,10.1007/978-3-030-30018-0_1871,,,Gönnersdorf (Magdalenian): Geography and Culture,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4636-4643,Closed,Chapter,"Street, Martin","Street, Martin (Monrepos Archaeological Research Centre, Museum for the Evolution of Hominin Behaviour Schloss Monrepos, Neuwied, Germany)","Street, Martin (Monrepos Archaeological Research Centre, Museum for the Evolution of Hominin Behaviour Schloss Monrepos, Neuwied, Germany)","Street, Martin (Monrepos Archaeological Research Centre, Museum for the Evolution of Hominin Behaviour Schloss Monrepos, Neuwied, Germany)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039066,,
152,pub.1132038311,10.1007/978-3-030-30018-0_123,,,"González, Alberto Rex",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4643-4645,Closed,Chapter,"Nastri, Javier","Nastri, Javier (CONICET, Depto. de Cs. Nat. y Antropológicas + Fundación Azara, Universidad Maimónides/Universidad de Buenos Aires, Buenos Aires, CABA, Argentina)","Nastri, Javier (National Scientific and Technical Research Council)","Nastri, Javier (National Scientific and Technical Research Council)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038311,,
152,pub.1132036235,10.1007/978-3-030-30018-0_1824,,,Greater Syria: Islamic Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4710-4718,Closed,Chapter,"Milwright, Marcus","Milwright, Marcus (Department of History in Art, University of Victoria, Victoria, BC, Canada)","Milwright, Marcus (University of Victoria)","Milwright, Marcus (University of Victoria)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036235,,
152,pub.1132035681,10.1007/978-3-030-30018-0_2464,,,"Gomes, Mário Varela",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4634-4636,Closed,Chapter,"Casimiro, Tânia Manuel","Casimiro, Tânia Manuel (Departamento de História Faculdade de Ciências Sociais e Humanas, Instituto de Arqueologia e Paleociências da Universidade Nova de Lisboa, Lisbon, Portugal)","Casimiro, Tânia Manuel (Universidade Nova de Lisboa)","Casimiro, Tânia Manuel (Universidade Nova de Lisboa)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035681,,
152,pub.1132034059,10.1007/978-3-030-30018-0_115,,,"Golmsten, Vera V.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4631-4631,Closed,Chapter,"Stashenkov, Dmitry A.","Stashenkov, Dmitry A. (Samara Regional Historical Museum, Samara, Russia)","Stashenkov, Dmitry A. (Samara Regional Historical Museum, Samara, Russia)","Stashenkov, Dmitry A. (Samara Regional Historical Museum, Samara, Russia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034059,,
152,pub.1132033631,10.1007/978-3-030-30018-0_1960,,,The Guianas: Pre-Columbian Heritage,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4792-4800,Closed,Chapter,"Rostain, Stéphen","Rostain, Stéphen (CNRS (French National Center for Scientific Research), UMR 8096 “Archaeology of the Americas”, Paris, France; CNRS, Institut Français d’Études Andines, Quito, Ecuador)","Rostain, Stéphen (French National Centre for Scientific Research; CNRS, Institut Français d’Études Andines, Quito, Ecuador)","Rostain, Stéphen (French National Centre for Scientific Research; CNRS, Institut Français d’Études Andines, Quito, Ecuador)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132033631,,
151,pub.1132040081,10.1007/978-3-030-30018-0_3435,,,"Groslier, B. P.",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4788-4790,Closed,Chapter,"Cremin, Aedeen","Cremin, Aedeen (Yass, NSW, Australia)","Cremin, Aedeen (Yass, NSW, Australia)","Cremin, Aedeen (Yass, NSW, Australia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132040081,,
151,pub.1132039994,10.1007/978-3-030-30018-0_80,,,Genetics of Early Plant Domestication: DNA and aDNA,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4526-4529,Closed,Chapter,"Allaby, Robin G.","Allaby, Robin G. (School of Life Sciences, University of Warwick, Coventry, Warwickshire, UK)","Allaby, Robin G. (University of Warwick)","Allaby, Robin G. (University of Warwick)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039994,,
151,pub.1132039509,10.1007/978-3-030-30018-0_3344,,,Genealogy on the Web: Benefits and Limitations,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4508-4514,Closed,Chapter,"Kosak, Doreen B.","Kosak, Doreen B. (College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia)","Kosak, Doreen B. (Flinders University)","Kosak, Doreen B. (Flinders University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039509,,
