"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2023; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1022,pub.1160056410,10.4324/9781003334552-6,,,Divorce in Early Modern Bilbao,"Although the word “divorce” can be found in documents dating back to the 17th and 18th centuries, the first Spanish divorce law did not come into force until 1932. Divorce had a different meaning in early modern Spain, resembling what we now call separation. Thus, while the separation of property and the release from marital cohabitation was possible, remarriage before the death of the divorced spouse was not. Archival documents show that it was mainly women who filed for divorce in this period. The grounds for divorce were usually related to the husbands’ behavior: adultery, physical abuse, and/or a waste of their wives’ dowries. The few husbands who filed for divorce usually did so on grounds of their wives' dishonorable behavior. The Bishop of Calahora-La Calzada decided upon the divorce, while a secular court dealt with matters pertaining to property. During the proceedings, the woman who initiated the divorce process lived with her parents or in a convent. From the surviving documents we can deduce that female petitioners usually obtained the divorces they sought, while male ones did not. The chapter focuses on divorce in early modern Catholic Bilbao and examines which people were involved in the divorce proceedings while including their first names and family names, age differences, social and economic background, and family connections. It also explores the role children, both from previous marriages and legitimate children from the marriage, had in divorce proceedings, and who gained custody of said children. Finally, the chapter explores the grounds upon which the Bishop of Calahorra-La Calzada granted a permanent divorce or simply the right for wives to temporarily live apart from their husbands and whether such decisions were tied to the couple’s social background. The sources for the investigation are the archives of Bilbao and the diocesan archives of the city of Calahorra. This chapter focuses on divorce in early modern Catholic Bilbao and examines which people were involved in the divorce proceedings while including their first names and family names, age differences, social and economic background, and family connections. It explores the role children, both from previous marriages and legitimate children from the marriage, had in divorce proceedings, and who gained custody of said children. The chapter also explores the grounds upon which the Bishop of Calahorra-La Calzada granted a permanent divorce or simply the right for wives to temporarily live apart from their husbands and whether such decisions were tied to the couple’s social background. It also focuses on divorce in early modern Bilbao, the capital city of Biscay, a province of northern Spain. The matrimonial property regime in force in Bilbao, as in large parts of Castile, was community of property.",,,,Gender and Divorce in Europe: 1600 – 1900,,,2023-06-21,2023,2023-06-21,,,,70-83,Closed,Chapter,"Jauregi, Nere Jone Intxaustegi","Jauregi, Nere Jone Intxaustegi ()",,"Jauregi, Nere Jone Intxaustegi ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1160056410,"43 History, Heritage and Archaeology; 4303 Historical Studies; 44 Human Society; 4403 Demography; 48 Law and Legal Studies",
990,pub.1160453738,10.1515/9783111208749-004,,,Nicola Fuchs-Schündeln,,,,,Was Ökonomen bewegt,Karen Ilse Horn,,2023-07-07,2023,2023-07-07,2023-07-10,,,60-81,Closed,Chapter,,,,,0,0,,,,https://app.dimensions.ai/details/publication/pub.1160453738,,
968,pub.1157610112,10.1007/978-3-031-22653-3_2,,,Is There a Case for Regional Policies in Colombia?,"This chapter discusses whether there is still room for the implementation of regional policies in Colombia. Given the high and persistent inequalities, the chapter revises the existing literature on regional development, as well as the main challenges that lagged regions face to develop, and the key regional or local development strategies that have been implemented in the country. Finally, it concludes with an analysis of the importance of considering the regional heterogeneity when implementing development strategies.",,,Advances in Spatial Science,The Colombian Economy and Its Regional Structural Challenges,"Eduardo A. Haddad, Jaime Bonet, Geoffrey J. D. Hewings",,2023-04-29,2023,2023-04-29,2023,,,19-36,Closed,Chapter,"Bonet, Jaime; Acosta, Karina; Pérez-Valbuena, Gerson Javier; Ayala‐García, Jhorland","Bonet, Jaime (Banco de la República, Cartagena, Colombia); Acosta, Karina (Banco de la República, Cartagena, Colombia); Pérez-Valbuena, Gerson Javier (Banco de la República, Cartagena, Colombia); Ayala‐García, Jhorland (Banco de la República, Cartagena, Colombia)","Bonet, Jaime (Banco de la República Colombia)","Bonet, Jaime (Banco de la República Colombia); Acosta, Karina (Banco de la República Colombia); Pérez-Valbuena, Gerson Javier (Banco de la República Colombia); Ayala‐García, Jhorland (Banco de la República Colombia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1157610112,44 Human Society; 4406 Human Geography,
939,pub.1174876553,10.1515/9781773854649-005,,,3 Framework Law on Autonomy and Decentralization for Indigenous First Peoples Peasant Autonomies (AIOCs): Autonomous Regulation or Institutional Restriction?,,,,,Indigenous Territorial Autonomy and Self-Government in the Diverse Americas,"Miguel González, Ritsuko Funaki, Araceli Burguete Cal y Mayor, José Marimán, Pablo Ortiz-T.",,2023-12-31,2023,2024-07-31,2023-12-31,,,103-126,Closed,Chapter,"Acuña, María Fernanda Herrera","Acuña, María Fernanda Herrera ()",,"Acuña, María Fernanda Herrera ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1174876553,48 Law and Legal Studies; 4801 Commercial Law; 4807 Public Law,
937,pub.1158574893,10.1007/978-3-031-32032-3_11,,,Optimization of the Distribution Process with a Multi-criteria Decision Model in the Poultry Industry,"The management of the supply chain faces increased challenges for its optimization. The poultry industry, which has a large share of global food, is no exception. A particular challenge is more critical than others due to the product’s short perishability and the reduced times of the merchandise in the warehouse. Thus, the importance of having an optimal distribution process increase. This study will conduct a qualitative analysis to determine the leading causes that prevent us from achieving optimal distribution performance. Based on the critical success factors, improvement actions can be proposed. Finally, the improvement actions will be evaluated through an AHP process, and the evaluation criteria will be based on the most relevant performance indicators in the industry. Thus, the best viable option can be determined quantitatively according to the weighting in the most important criteria. The investigation will determine that implementing an integrated data warehouse will be the most optimal solution for a distribution process in the poultry industry.",,,Lecture Notes in Logistics,Supply Chain Management Strategies and Methodologies,"Jorge Luis García Alcaraz, Diego Fernando Manotas Duque, Rosa Guadalupe González-Ramírez, Mario Gustavo Chong Chong, Irineu de Brito Junior",,2023-06-03,2023,2023-06-03,2023,,,257-281,Closed,Chapter,"Córdova-Lavado, Hafid Joseph; Ramos-Rodríguez, Breinner Alexander; Calderón-Romero, Daniel José; Aliaga-Maguiña, Rodrigo Leonardo","Córdova-Lavado, Hafid Joseph (Department of Engineering, Universidad del Pacífico, Lima, Peru); Ramos-Rodríguez, Breinner Alexander (Department of Engineering, Universidad del Pacífico, Lima, Peru); Calderón-Romero, Daniel José (Department of Engineering, Universidad del Pacífico, Lima, Peru); Aliaga-Maguiña, Rodrigo Leonardo (Department of Engineering, Universidad del Pacífico, Lima, Peru)","Córdova-Lavado, Hafid Joseph (University of the Pacific)","Córdova-Lavado, Hafid Joseph (University of the Pacific); Ramos-Rodríguez, Breinner Alexander (University of the Pacific); Calderón-Romero, Daniel José (University of the Pacific); Aliaga-Maguiña, Rodrigo Leonardo (University of the Pacific)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158574893,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4609 Information Systems,
898,pub.1158193863,10.1007/978-3-030-56781-1_106,,,"O’Neill-Susoni, Francisco",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,895-896,Closed,Chapter,"Boulon-Jiménez, Frances","Boulon-Jiménez, Frances (University of Puerto Rico, Río Piedras Campus, San Juan, PR, USA)","Boulon-Jiménez, Frances (University of Puerto Rico at Río Piedras)","Boulon-Jiménez, Frances (University of Puerto Rico at Río Piedras)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158193863,,
898,pub.1158193861,10.1007/978-3-030-56781-1_104,,,"O’Neill, Ana María",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,892-895,Closed,Chapter,"Boulon-Jiménez, Frances","Boulon-Jiménez, Frances (University of Puerto Rico, Río Piedras, San Juan, PR, USA)","Boulon-Jiménez, Frances (University of Puerto Rico at Río Piedras)","Boulon-Jiménez, Frances (University of Puerto Rico at Río Piedras)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158193861,,
897,pub.1158194248,10.1007/978-3-030-56781-1_48,,,"Olvera Lechuga, José",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,900-902,Closed,Chapter,"Olivarez Ramírez, Osusbel; Tinoco Amador, Josué R.","Olivarez Ramírez, Osusbel (Universidad Autónoma Metropolitana, México City, México); Tinoco Amador, Josué R. (Universidad Autónoma Metropolitana, México City, México)","Olivarez Ramírez, Osusbel (Universidad Autónoma Metropolitana)","Olivarez Ramírez, Osusbel (Universidad Autónoma Metropolitana); Tinoco Amador, Josué R. (Universidad Autónoma Metropolitana)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158194248,,
897,pub.1158193950,10.1007/978-3-030-56781-1_191,,,"Orozco Hormaza, Mariela",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,909-912,Closed,Chapter,"Ossa, Julio César","Ossa, Julio César (Fundación Universitaria de Popayán, Popayán, Colombia)","Ossa, Julio César (Fundación Universitaria de Popayán)","Ossa, Julio César (Fundación Universitaria de Popayán)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158193950,,
896,pub.1158194433,10.1007/978-3-030-56781-1_87,,,"Orozco y Sevilla, Wenceslao",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,912-913,Closed,Chapter,"Aguilera Rodríguez, Gerardo; Muñoz Valle, José Francisco; Lara García, Baudelio","Aguilera Rodríguez, Gerardo (University of Guadalajara, Guadalajara, Mexico); Muñoz Valle, José Francisco (University of Guadalajara, Guadalajara, Mexico); Lara García, Baudelio (University of Guadalajara, Guadalajara, Mexico)","Aguilera Rodríguez, Gerardo (University of Guadalajara)","Aguilera Rodríguez, Gerardo (University of Guadalajara); Muñoz Valle, José Francisco (University of Guadalajara); Lara García, Baudelio (University of Guadalajara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158194433,,
896,pub.1158193951,10.1007/978-3-030-56781-1_192,,,"Otero Álvarez, Joel",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,914-916,Closed,Chapter,"Urrea Benites, Carmen Elena","Urrea Benites, Carmen Elena (Colegio Colombiano de Psicólogos, Cali, Colombia)","Urrea Benites, Carmen Elena (Colegio Colombiano de Psicólogos, Cali, Colombia)","Urrea Benites, Carmen Elena (Colegio Colombiano de Psicólogos, Cali, Colombia)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158193951,,
890,pub.1158194384,10.1007/978-3-030-56781-1_612,,,"Ochoa Franco, Álvaro Norberto",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,897-899,Closed,Chapter,"Astorga G., Clara","Astorga G., Clara (Universidad Central de Venezuela (UCV) Federation de PsicÃ³logos de Venezuela (FPV), Caracas, Venezuela)","Astorga G., Clara (Central University of Venezuela)","Astorga G., Clara (Central University of Venezuela)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158194384,,
890,pub.1158194364,10.1007/978-3-030-56781-1_594,,,"Orlando, Irene",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,906-909,Closed,Chapter,"Slapak, Sara","Slapak, Sara (Universidad de Buenos Aires, Buenos Aires, Argentina)","Slapak, Sara (University of Buenos Aires)","Slapak, Sara (University of Buenos Aires)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158194364,,
890,pub.1158194096,10.1007/978-3-030-56781-1_331,,,"Oliveira Vianna, Francisco José",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,899-900,Closed,Chapter,"Masiero, André Luis","Masiero, André Luis (Universidade Federal de São Carlos, São Carlos, Brazil)","Masiero, André Luis (Federal University of São Carlos)","Masiero, André Luis (Federal University of São Carlos)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158194096,,
882,pub.1158194314,10.1007/978-3-030-56781-1_545,,,"Oribe Coronel, Emilio Nicolás",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,905-906,Closed,Chapter,"Piquinela, Pablo; Navarro, Santiago Andrés","Piquinela, Pablo (Universidad de la República, Montevideo, Uruguay); Navarro, Santiago Andrés (Universidad de la República, Montevideo, Uruguay)","Piquinela, Pablo (University of the Republic)","Piquinela, Pablo (University of the Republic); Navarro, Santiago Andrés (University of the Republic)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158194314,,
882,pub.1158194294,10.1007/978-3-030-56781-1_522,,,"Oñativia, Oscar Venancio",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,903-904,Closed,Chapter,"González, María Eugenia","González, María Eugenia (Argentine Scientific and Technical Research Council, Buenos Aires, Argentina; National University of Salta, Salta, Argentina)","González, María Eugenia (Argentine Scientific and Technical Research Council, Buenos Aires, Argentina; National University of Salta)","González, María Eugenia (Argentine Scientific and Technical Research Council, Buenos Aires, Argentina; National University of Salta)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158194294,,
882,pub.1158193914,10.1007/978-3-030-56781-1_159,,,"Oyervide Crespo, Pedro Francisco Fidel",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,916-917,Closed,Chapter,"Castro Falconí, Daniela S.","Castro Falconí, Daniela S. (Pontificia Universidad Católica del Ecuador, Quito, Ecuador)","Castro Falconí, Daniela S. (Pontificia Universidad Católica del Ecuador)","Castro Falconí, Daniela S. (Pontificia Universidad Católica del Ecuador)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158193914,,
882,pub.1158193862,10.1007/978-3-030-56781-1_105,,,"O’Neill de Cooney, Norma",,,,,The Palgrave Biographical Encyclopedia of Psychology in Latin America,"Ana Maria Jacó-Vilela, Hugo Klappenbach, Rubén Ardila",,2023-05-20,2023,2023-05-20,2023,,,891-892,Closed,Chapter,"Boulon-Jiménez, Frances","Boulon-Jiménez, Frances (University of Puerto Rico, Río Piedras Campus, San Juan, Puerto Rico)","Boulon-Jiménez, Frances (University of Puerto Rico at Río Piedras)","Boulon-Jiménez, Frances (University of Puerto Rico at Río Piedras)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1158193862,,
879,pub.1164866972,10.1007/978-3-031-39182-8_5,,,Feminist and Women’s Activism in Colombia,"This chapter provides an account of the processes of formation, development and consolidation of feminist and women’s activism in Colombia in the period beginning with the promulgation of the new Constitution in 1991. Using a qualitative, descriptive and documentary methodology, we reconstruct the discourses and narratives of women and their organisations, as well as their collective actions. We begin with a historical overview of the organisational processes between the 1970s and the beginning of the twenty-first century. We then analyse some manifestations of feminist activism, then we reflect first on the conservative reaction, and after that we examine the way in which the different expressions of the movement were challenged by local and community experiences and by the activism of Afro-Colombian and transwomen. In conclusion, we highlight the multiplicity of feminist activism according to the scenarios in which it develops. We also underscore the relevance of NGO support around central political processes such as the armed conflict and the promulgation of a new Constitution.",,,Latin American Societies,Women’s Rights in Movement,"Inés M. Pousadela, Simone R. Bohn",,2023-10-12,2023,2023-10-12,2023,,,89-107,Closed,Chapter,"López Rodríguez, Emma Doris; Meriño Fontalvo, Martha Isabel","López Rodríguez, Emma Doris (Universidad Simón Bolivar-Barranquilla & Fundación Teknos, Barranquilla, Colombia); Meriño Fontalvo, Martha Isabel (Universidad Simón Bolivar-Barranquilla & Fundación Teknos, Barranquilla, Colombia)","López Rodríguez, Emma Doris (Universidad Simón Bolívar)","López Rodríguez, Emma Doris (Universidad Simón Bolívar); Meriño Fontalvo, Martha Isabel (Universidad Simón Bolívar)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1164866972,44 Human Society; 4405 Gender Studies,
846,pub.1155161726,10.1201/9781003323969-1,,,Taking Advantage of the Therapeutic/Nutritional Properties of Some Medicinal Plants for Use in Animal Feed,"The use of natural resources/biodiversity of the countries has made it possible to find some plants that, according to their chemical compositions, could be useful to prevent/alleviate ailments/diseases, in addition to being used as available/suitable sources of food by providing essential nutritional requirements. Thereby, some wild/domesticated plants found in agropastoral farms have been used as medicine/food for humans, as well as fodder/forage (growth promoters) and medicine for animals (ethnoveterinary); they are GRAS and would act as nutraceuticals. The importance of these plants in developing countries arises because the low-income population (or in rural areas) uses them as a cheap, affordable and sustainable alternative to maintain/care for the livestock, which could be lost (~35%) due to lack of good sanitary/hygienic (diseases) and food/nutritional practices, as well, environmental conditions (food shortage and deficiency of water resources). Some examples of this type of plants which will be discussed in this chapter are Artocarpus altilis (breadfruit - fruits/leaves/seeds), Azadirachta indica (neem - whole plant), Manihot esculenta (cassava - leaves/roots), Prosopis juliflora (mesquite - fruits/leaves); these species contain carbohydrates/proteins/fibers/fat, along with terpenoid/phenolic/flavonoid and/or glycoside compounds; these phytoconstituents could confer antinutritional factors to those plants that would help or not to maintain the animal health/nutrition.","The authors thank: Universidad Santo Tomás de Aquino (sede Bucaramanga) by using of the Bibliometric Unit; Colciencias-SGR [Formación de Capital Humano (N.M.P. and C.P.G., Convocatoria No. 810, 2018 - Departamento de La Guajira)].",,,Ethnobotany,,,2023-02-06,2023,2023-02-06,,,,1-43,Closed,Chapter,"Muñoz-Acevedo, Amner; Guzmán, Cindy P.; Peralta, Nubellys M.; González, María C.; Cervanles-Díaz, Martha","Muñoz-Acevedo, Amner (Departamento de Química y Biología, Universidad del Norte, Barranquilla, Colombia.; Corresponding author:, amnerm@uninorte.edu.co); Guzmán, Cindy P. (Departamento de Química y Biología, Universidad del Norte, Barranquilla, Colombia.); Peralta, Nubellys M. (Departamento de Química y Biología, Universidad del Norte, Barranquilla, Colombia.); González, María C. (Departamento de Química y Biología, Universidad del Norte, Barranquilla, Colombia.); Cervanles-Díaz, Martha (Grupo Investigaciones Ambientales para el Desarrollo Sostenible, Facultad de Química Ambiental, Universidad Santo Tomás, Bucaramanga, Colombia.)",,"Muñoz-Acevedo, Amner (Universidad del Norte; Corresponding author:, amnerm@uninorte.edu.co); Guzmán, Cindy P. (Universidad del Norte); Peralta, Nubellys M. (Universidad del Norte); González, María C. (Universidad del Norte); Cervanles-Díaz, Martha (Universidad Santo Tomás)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1155161726,"30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences",2 Zero Hunger; 3 Good Health and Well Being
841,pub.1156508519,10.4324/9781003360278-19,,,The Gift of Forgiveness,"The French philosophical tradition treats the topic of forgiveness primarily in light of the atrocities of the Shoah. The chapter examines four crucial figures in this conversation: Vladimir Jankélévitch, Jacques Derrida, Paul Ricœur, and Jean-Luc Marion. Jankélévitch defines forgiveness as a limit-case, a gift of pure love, in his main text on the topic, yet denies the possibility of forgiveness in a more polemic piece that argues against lifting the statute of limitations for Nazi war crimes. Derrida treats forgiveness—like the notions of the gift and hospitality—as an instance of the impossible, with a structural tension between the unconditional demand of purity and gratuity versus the conditional performance in concrete contexts like the legacy of apartheid in South Africa. Ricœur speaks of forgiveness as difficult but not impossible, a release of the agent to new action. Marion also responds to Derrida by highlighting forgiveness as a phenomenon that makes visible the (initially spurned) gift. After explicating and analyzing the various treatments, the conclusion raises some questions about the close link these thinkers establish between the phenomena of the gift and forgiveness.",,,,The Routledge Handbook of the Philosophy and Psychology of Forgiveness,,,2023-03-24,2023,2023-03-24,2023-03-24,,,194-209,Closed,Chapter,"Gschwandtner, Christina M.","Gschwandtner, Christina M. ()",,"Gschwandtner, Christina M. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1156508519,50 Philosophy and Religious Studies; 5005 Theology,"16 Peace, Justice and Strong Institutions"
833,pub.1166757799,10.5771/9783487424446-33,,,Bibliografía de Alejandro G. Vigo,"This volume brings together essays written by renowned authors from around the world addressing the wide range of A. G. Vigo’s philosophical interests: ancient philosophy and its reception, transcendental philosophy, and practical philosophy. In texts that engage with the honoree’s work, the contributors—hailing from Germany, Argentina, Brazil, Chile, Spain, the United States, and Mexico—highlight the significant influence of his scholarship on the study of practical philosophy, as well as the interpretation of Plato, Aristotle, Kant, Husserl, and Heidegger. The diversity of languages and themes collected does justice to the breadth of professor Vigo’s impact.",,,,Praxis e interpretación,"Patricio A. Fernández, Luis Placencia, Gabriela Rossi",,2023,2023,,2023,,,33-70,Closed,Chapter,,,,,0,0,,,,https://app.dimensions.ai/details/publication/pub.1166757799,50 Philosophy and Religious Studies; 5002 History and Philosophy Of Specific Fields; 5003 Philosophy,
800,pub.1159951146,10.4324/9781003280507-24,,,"Earthless Astronomy, Landless Datasets, and the Mining of the Future","This chapter describes how large-scale mining and astronomical observation in Chile’s El Loa province come to interact on the terrain of optimisation and automation—of extraction, on the one hand, and observation, on the other. It describes how cosmic complexity is substantiated as astronomical data and how astronomical datasets circulate beyond astronomy as a source of “free” Big Data, supposedly without exploitable ends or ethical implication. Pointing to the land-intensive, labour-intensive, resource-intensive, and territorially and cosmopolitically fraught production of complex, large, and mobile astronomical datasets at the ALMA observatory, the article argues that not only are astronomical datasets not “free” but that in an optimisation economy, extraction is optimised, not displaced. In early July 2012, I attended a small conference, Research Networks and Cloud Computing for Astronomy and Mining, organised by the Universidad de Chile’s Centre for Mathematical Modelling (CMM). The conference focused on two seemingly distinct industrial and scientific domains in northern Chile’s Atacama Desert: megascale copper mining and radio astronomical observation. Visits to two sites bookended the conference, both located high in the western slopes of the south-central Andes, in El Loa province in Chile’s second northernmost region of Antofagasta. The first site was Chuquicamata, one of the largest open-pit copper mines on the planet. The second, located about two hours east of the mine, on the Llano de Chajnantor (Chajnantor Plateau), near the international border of Chile and Bolivia, was the Atacama Large Millimeter Array (ALMA), one of the most ambitious ground-based astronomical projects in the world. This chapter describes how large-scale mining and astronomical observation in Chile’s El Loa province come to interact on the terrain of optimisation and automation—of extraction, on the one hand, and observation, on the other. It describes how cosmic complexity is substantiated as astronomical data and how astronomical datasets circulate beyond astronomy as a source of “free” Big Data, supposedly without exploitable ends or ethical implication. Codelco’s Building the Mining of the Future seminar showcased the use of distributed sensor technologies, machine learning, ubiquitous computing, Big Data, geological modelling facilitated by hypercomputation, and the integration of new, “smart” mining technologies at every level of the global mining industry, from extraction, to production, to the logistics of transport and circulation. As astronomical Big Data circulate as a “free” and politically “clean” resource for reimagining one particular future of the Chilean economy, they are explicitly placed within the Atacama Desert’s history of mineral extraction.",,,,The Routledge Handbook of Social Studies of Outer Space,,,2023-06-19,2023,2023-06-19,2023-06-19,,,263-280,Closed,Chapter,"Detwiler, Katheryn M.","Detwiler, Katheryn M. ()",,"Detwiler, Katheryn M. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1159951146,37 Earth Sciences; 50 Philosophy and Religious Studies; 5002 History and Philosophy Of Specific Fields,
791,pub.1165032731,10.1515/9783111028255-010,,,Chapter 8 Flying Under the Radar – How Oligarchs Employ Secrecy and Stealthiness,,,,,The Oligarchs’ Grip,,,2023-10-19,2023,2023-10-19,2023-10-23,,,175-200,Closed,Chapter,"Lingelbach, David; Rodríguez Guerra, Valentina","Lingelbach, David (); Rodríguez Guerra, Valentina ()",,"Lingelbach, David (); Rodríguez Guerra, Valentina ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1165032731,,
754,pub.1165384845,10.1007/978-3-031-37503-3_15,,,Andean Guardian Mountains and the Ethical Obligations Underlying Resource Management: Between Reciprocity and Predation,"Throughout the southern Andes, notions of ownership and stewardship by the high mountains, with their gamekeeper aspects, underpin the use of natural resources among local populations. These mountain guardians have distinct names in different regions (apu, uywiri, Coquena…). These beings are thought to own and care for the animals and other elements of the natural world within their domains, and their power is widely acknowledged among Andean herders and agriculturalists. This essay explores the biocultural manifestations of these religious and cosmopolitical ideas, the role of these guardian mountain beings in ritual life, and the ideas and practices that regulate human and nonhuman relations in this complex, drawing on fieldwork among the Aymara-speaking ayllu communities of Qaqachaka in the southcentral Andes. These relations tend to be expressed in terms of reciprocity, but other asymmetrical kinds of dependency, less studied to date, include threats of punishment if established rules of behavior are not followed. This complex of ideas seems to have dominated Andean understandings of the hunt in the recent past and underlies notions about sustainability in herding and agricultural life in this mountainous region today. Similar ideas have been explored in an Amazonian context, and this essay examines an Andean counterpart.","I acknowledge the tremendous support in fieldwork by Juan de Dios Yapita, which included long conversations with Doña María Ayca Llanque and Don Domingo Jiménez, whose lives and ideas I record here.",,"Conflict, Environment, and Social Complexity",The History and Environmental Impacts of Hunting Deities,Richard J. Chacon,,2023-11-01,2023,2023-11-01,2023,,,331-353,Closed,Chapter,"Arnold, Denise Y.","Arnold, Denise Y. (Instituto de Lengua y Cultura Aymara, La Paz, Bolivia; University College London, London, UK)","Arnold, Denise Y. (Instituto de Lengua y Cultura Aymara; University College London)","Arnold, Denise Y. (Instituto de Lengua y Cultura Aymara; University College London)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1165384845,"43 History, Heritage and Archaeology; 4303 Historical Studies; 44 Human Society",15 Life on Land
551,pub.1160423934,10.1016/b978-0-12-820600-3.00004-4,,,Pipelines,,,,,Pipelines,,,2023,2023,,2023,,,849-880,Closed,Chapter,,,,,0,0,,,,https://app.dimensions.ai/details/publication/pub.1160423934,,
494,pub.1165574668,10.1515/9783111071305-004,,,D,,,,,2023,,,2023-10-31,2023,2023-10-31,2023-11-06,,,114-151,Closed,Chapter,,,,,0,0,,,,https://app.dimensions.ai/details/publication/pub.1165574668,,
